image_id,dog_visible,face_clear,no_duplicate_face_parts,no_extra_legs,one_dog,no_mirror,no_multi_panel,pastel_style,no_realistic_rendering,human_prompt_consistency,human_face_clear,prompt_reflected,brightness_ok,sharpness_ok,pastel_color_ok,time_palette_ok,place_context_ok,no_text,reason_dog_visible,reason_face_clear,reason_no_duplicate_face_parts,reason_no_extra_legs,reason_one_dog,reason_no_mirror,reason_no_multi_panel,reason_pastel_style,reason_no_realistic_rendering,reason_human_prompt_consistency,reason_human_face_clear,reason_prompt_reflected,reason_brightness_ok,reason_sharpness_ok,reason_pastel_color_ok,reason_time_palette_ok,reason_place_context_ok,reason_no_text,total_score,raw_level,caps_applied,final_level,input_tokens,output_tokens
20260415_153837_7f1a39,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,강아지가 명확히 그려져 있음,강아지 얼굴이 선명하게 표현됨,"눈, 코, 귀가 중복 생성되지 않음",강아지 다리가 올바르게 표현됨,이미지 내 강아지가 정확히 1마리임,반사/거울 이미지가 없음,단일 장면으로 구성됨,파스텔 그림책 스타일로 표현됨,사실적 렌더링이 혼입되지 않음,사람이 등장하지 않음,사람이 없으므로 해당 없음,프롬프트 내용인 '장난감'이 이미지에 반영됨,밝기가 적절함,이미지가 충분히 선명함,색감이 파스텔 범위에 있음,시간대와 관련된 충돌이 보이지 않음,주변 배경이 어울림,이미지에 텍스트가 삽입되지 않음,16,L4,,L4,1739,512
20260415_154753_ad86dd,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,강아지가 명확히 보인다.,강아지 얼굴이 선명하게 표현되었다.,중복된 얼굴 요소가 없다.,다리 개수가 적절하다.,강아지가 한 마리만 있다.,반사/거울 이미지가 없다.,단일 장면으로 표현되었다.,파스텔 그림책 스타일이다.,사실적 렌더링이 없다.,사람의 얼굴이 명확하지 않다.,사람 얼굴이 명확하지 않다.,이미지에 '반짝반짝'하는 느낌이 표현되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 속한다.,시간과 관련된 팔레트 불일치가 없다.,장소 관련 배경 불일치가 없다.,이미지에 텍스트가 삽입되지 않았다.,16,L4,,L4,1740,498
20260415_155037_9b424a,1,1,1,1,1,1,1,1,1,,,0,1,1,1,1.0,0.0,1,이미지에 강아지가 명확히 보입니다.,강아지 얼굴이 왜곡 없이 선명합니다.,"강아지의 눈, 코, 귀가 정상적으로 하나씩 표현되었습니다.",강아지의 다리 개수는 정상입니다.,이미지 내 강아지는 정확히 1마리입니다.,반사나 거울 이미지가 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,이미지가 파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링 요소가 없습니다.,사람이 표현되지 않았습니다.,사람이 표현되지 않았습니다.,프롬프트와 관련된 병원이나 커피와 쉬는 장면이 반영되지 않았습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,프롬프트에 낮/밤이 명시되지 않아 문제없습니다.,프롬프트에 명시된 병원의 배경이 이미지에 없습니다.,이미지에 텍스트가 삽입되어 있지 않습니다.,14,L4,prompt_reflected->L3,L3,1743,615
20260415_155306_cc40ae,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,,1.0,1,이미지 중앙에 강아지가 명확히 보임.,강아지 얼굴이 선명하고 명확함.,"강아지의 눈, 코, 귀가 중복되어 나타나지 않음.",강아지의 다리 개수가 정확히 맞음.,이미지에 강아지는 한 마리만 있음.,반사나 거울 이미지가 없음.,이미지는 단일 장면으로 구성되어 있음.,파스텔 그림책 스타일이 잘 반영됨.,사실적 렌더링 없이 부드러운 그림 느낌.,프롬프트에서 묘사한 가족과 잘 일치함.,사람 얼굴이 명확하게 표현됨.,프롬프트의 가족과 함께한 장면이 잘 드러남.,이미지의 밝기가 적절함.,이미지가 충분히 선명함.,색감이 부드러운 파스텔 톤임.,시간대를 알 수 없어 판단 불가.,프롬프트와 이미지의 장소가 일치함.,이미지에 텍스트가 없음.,17,L5,,L5,1740,552
20260415_155815_491322,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 명확한 강아지 한 마리가 보입니다.,강아지 얼굴이 선명하고 잘 표현되어 있습니다.,강아지의 얼굴에 중복된 부분이 없습니다.,강아지 다리 개수가 적절합니다.,이미지에 강아지가 정확히 한 마리 있습니다.,반사 또는 거울 이미지는 없습니다.,이미지는 단일 장면입니다.,파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링 요소는 없습니다.,프롬프트와 사람이 잘 일치합니다.,사람의 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 반영되어 있습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 잘 맞습니다.,프롬프트의 눈과 관련된 시간대가 이미지에 표현되었습니다.,프롬프트의 장소와 이미지 배경이 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1741,534
20260415_160000_2c4900,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 이미지 중앙에 명확하게 표시되어 있습니다.,강아지 얼굴이 선명하게 표현되어 있습니다.,강아지 얼굴에 중복된 부분이 없습니다.,강아지 다리가 정상적으로 표현되었습니다.,이미지에는 강아지 한 마리만 존재합니다.,반사나 거울 이미지는 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링이 없습니다.,프롬프트에 언급된 사람이 적절히 표현되었습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 잘 반영되었습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 잘 맞습니다.,이미지의 팔레트가 낮과 잘 어울립니다.,눈 덮인 배경이 프롬프트와 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1742,609
20260416_092151_374074,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 이미지 중앙에 명확히 인식됩니다.,강아지 얼굴이 뚜렷하게 표현되었습니다.,강아지 얼굴에 중복된 부분이 없습니다.,강아지 다리 개수는 정상입니다.,이미지에 강아지는 한 마리만 존재합니다.,반사된 이미지가 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림 스타일이 명확합니다.,사실적 렌더링이 없습니다.,프롬프트와 충돌 없이 사람이 표현되었습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 잘 반영되었습니다.,밝기가 적절하게 조절되었습니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위 안에 있습니다.,프롬프트의 '포근한 밤'이 색감으로 표현되었습니다.,배경이 실내 환경으로 적절합니다.,이미지에 텍스트가 없습니다.,18,L5,,L5,1740,601
20260416_094954_58d95b,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,강아지가 이미지에 명확히 보임.,강아지 얼굴이 왜곡 없이 선명함.,강아지의 얼굴 부위가 중복되지 않음.,다리 개수가 정상적으로 표현됨.,이미지 내 강아지가 정확히 한 마리임.,반사 또는 거울 이미지는 없음.,단일 장면으로 표현됨.,한국-일본식 파스텔 그림책 스타일임.,사실적인 렌더링이 없고 일러스트 스타일임.,명확한 사람의 행동이나 표현이 애매하여 판단 불가.,사람의 얼굴이 보이지 않음.,프롬프트 내용에 맞는 장면이 표현됨.,밝기가 적절하게 표현됨.,이미지가 충분히 선명함.,색감이 파스텔 범위에 있음.,낮 시간의 색상 팔레트에 적합함.,프롬프트와 일치하는 배경이 표현됨.,이미지에 텍스트가 삽입되지 않음.,16,L4,,L4,1741,547
20260416_095043_edf837,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지 중앙에 강아지가 명확히 보인다.,강아지의 얼굴이 선명하게 표현되어 있다.,"강아지의 눈, 코, 귀가 중복되지 않았다.",강아지의 다리 개수가 정상적이다.,이미지에 강아지는 한 마리이다.,반사나 거울 이미지가 없다.,이미지는 단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일이다.,사실적인 렌더링이 없이 평면적 스타일이다.,프롬프트에 사람에 대한 언급이 없기 때문에 충돌이 없다.,사람의 얼굴이 식별 가능하게 표현되었다.,"""공원에서 신나는 하루"" 장면이 반영되어 있다.",이미지 밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 적합하다.,낮 시간대에 대한 색상 사용이 적절하다.,배경이 공원이라는 프롬프트와 일치한다.,이미지에 텍스트가 없다.,18,L5,,L5,1739,560
20260416_095108_341416,1,1,1,1,0,1,1,1,1,0.0,1.0,0,1,1,1,,,1,이미지에 강아지가 명확히 보인다.,강아지 얼굴이 명확하고 선명하다.,강아지의 얼굴 부위가 중복되지 않았다.,강아지의 다리가 추가 생성되지 않았다.,창 밖에 강아지가 하나 더 있다.,반사나 거울 이미지는 보이지 않는다.,단일 장면으로 보인다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링이 보이지 않는다.,"프롬프트에는 고양이가 있으나, 사람과 강아지가 보인다.",사람의 얼굴이 명확하다.,프롬프트의 고양이가 이미지에 반영되지 않았다.,이미지의 밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 있다.,프롬프트에 낮/밤 정보가 없다.,프롬프트에 장소 정보가 없다.,텍스트가 삽입되지 않았다.,13,L3,"one_dog->L1,prompt_reflected->L3",L1,1739,536
20260416_095133_56a45f,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,,1.0,1,이미지에 강아지가 명확히 보입니다.,강아지의 얼굴이 선명하게 표현되었습니다.,중복된 얼굴 부위는 없습니다.,강아지의 다리가 추가 생성되지 않았습니다.,이미지에 강아지가 한 마리만 있습니다.,반사나 거울 이미지는 없습니다.,단일 장면으로 구성되어 있습니다.,한국식 파스텔 그림책 스타일입니다.,사실적 렌더링이 없고 그림책 스타일입니다.,프롬프트와 사람의 표현에 충돌이 없습니다.,사람의 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 반영되었습니다.,적절한 밝기로 표현되었습니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,프롬프트에 낮/밤 정보가 없어 해당 없음.,장소 키워드와 이미지 배경이 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,17,L5,,L5,1739,526
20260416_095200_1b060d,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,강아지가 이미지에 명확히 보입니다.,강아지 얼굴이 선명하게 그려져 있습니다.,"눈, 코, 귀의 중복 생성이 없습니다.",다리 개수가 정확하게 표현되었습니다.,이미지 내 강아지가 한 마리입니다.,반사나 거울 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사실적 렌더링이 포함되지 않았습니다.,사람이 등장하지 않습니다.,사람이 등장하지 않습니다.,눈 위에 발자국 남기기 놀이가 반영되었습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,이미지의 색상 팔레트가 낮에 해당합니다.,배경이 공원이나 거리로 보여 장소와 잘 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,16,L4,,L4,1742,532
20260416_095226_eec7c5,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 이미지 중앙에 명확히 보입니다.,강아지 얼굴이 선명하게 표현되어 있습니다.,강아지의 얼굴 부위가 중복되지 않았습니다.,강아지의 다리가 추가 생성되지 않았습니다.,이미지에 강아지는 한 마리만 있습니다.,반사나 거울 이미지는 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,이미지는 한국식 파스텔 그림책 스타일입니다.,사실적 렌더링 요소는 없습니다.,프롬프트의 '동현이'와 사람의 모습이 충돌하지 않습니다.,사람의 얼굴이 식별 가능하게 표현되어 있습니다.,프롬프트의 장면과 이미지가 일치합니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 적합합니다.,프롬프트와 이미지의 낮/밤 분위기가 일치합니다.,프롬프트의 장소 맥락과 이미지 배경이 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1742,547
20260416_095254_c66582,1,1,1,1,0,1,1,1,1,1.0,1.0,0,1,1,1,1.0,1.0,1,이미지에 두 마리의 강아지가 명확히 보입니다.,강아지 얼굴이 왜곡 없이 선명하게 보입니다.,"강아지의 눈, 코, 귀가 중복되지 않았습니다.",강아지의 다리 개수가 정상적으로 보입니다.,이미지에 강아지가 두 마리 있습니다.,이미지에 반사나 거울 효과가 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,이미지가 한국식 파스텔 그림책 스타일입니다.,사실적 렌더링 없이 그림처럼 표현되었습니다.,프롬프트와 사람의 표현이 충돌하지 않습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 내용인 '보리랑 신나게 놀았어'가 이미지에 반영되지 않았습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,이미지의 색감이 파스텔 범위에 속합니다.,시간에 따른 색조 변화가 문제 없습니다.,프롬프트에 명시된 장소 키워드와 잘 맞습니다.,이미지에 텍스트가 삽입되어 있지 않습니다.,16,L4,"one_dog->L1,prompt_reflected->L3",L1,1740,578
20260416_095320_02b388,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 이미지 중앙에 명확히 있다.,강아지 얼굴이 선명하게 표현되어 있다.,"눈, 코, 귀가 중복 없이 자연스럽다.",다리 개수가 정상적으로 표현되어 있다.,강아지는 이미지 내에 한 마리뿐이다.,반사나 거울 이미지가 없다.,단일 장면으로 구성되어 있다.,파스텔 그림책 스타일로 표현되어 있다.,사실적 렌더링 없이 그림체가 유지된다.,사람들이 있는 카페 장면과 일치한다.,사람 얼굴이 식별 가능하게 표현되었다.,프롬프트의 카페 장면이 이미지에 반영되어 있다.,밝기가 적절하게 표현되어 있다.,이미지가 선명하다.,색감이 파스텔 톤으로 표현되었다.,시간대와 관련 없는 내용으로 적절하다.,카페라는 장소가 이미지 배경으로 표현되어 있다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,1739,543
20260416_095347_1c1f99,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 분명하게 보입니다.,강아지의 얼굴이 선명하게 표현되어 있습니다.,"눈, 코, 귀가 중복되지 않았습니다.",다리 개수가 맞습니다.,강아지가 한 마리입니다.,이미지에 반사 또는 거울 효과가 없습니다.,단일 장면으로 구성된 이미지입니다.,파스텔 그림책 스타일입니다.,사실적 렌더링이 없습니다.,프롬프트와 사람의 표현이 충돌하지 않습니다.,사람의 얼굴이 식별 가능합니다.,프롬프트의 장면이 이미지에 잘 반영되어 있습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 있습니다.,프롬프트의 낮 시간대와 이미지 팔레트가 일치합니다.,프롬프트의 장소와 이미지 배경이 일치합니다.,이미지에 텍스트가 없습니다.,18,L5,,L5,1741,530
20260416_095413_32bc9e,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 명확하게 보인다.,강아지 얼굴이 선명하다.,얼굴에 중복된 부분이 없다.,다리가 추가로 생성되지 않았다.,강아지가 정확히 1마리다.,반사 또는 거울 이미지가 없다.,단일 장면으로 표현되어 있다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링이 없다.,사람 표현이 프롬프트와 충돌하지 않는다.,사람 얼굴이 식별 가능하게 표현되었다.,프롬프트의 장면이 이미지에 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 있다.,프롬프트와 이미지 팔레트가 일치한다.,프롬프트의 장소 키워드가 배경과 일치한다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,1742,533
20260416_095440_001e5e,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 눈에 띄게 잘 보입니다.,강아지 얼굴이 왜곡 없이 선명하게 표현되었습니다.,"눈, 코, 귀의 중복 생성은 보이지 않습니다.",다리 개수는 적절하게 표현되었습니다.,강아지가 한 마리만 등장합니다.,이미지에 반사나 거울 효과가 없습니다.,단일 장면으로 구성되어 있습니다.,파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링 요소가 없습니다.,프롬프트와 사람의 표현이 충돌하지 않습니다.,사람 얼굴은 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 반영되었습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위입니다.,낮/밤 프롬프트와 이미지 팔레트가 일치합니다.,장소 키워드가 이미지 배경과 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1741,530
20260416_095507_49e27b,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 명확히 검출된다.,강아지 얼굴이 선명하게 표현되어 있다.,중복된 얼굴 부위가 없다.,다리가 추가 생성되지 않았다.,강아지가 정확히 한 마리이다.,반사 이미지가 없다.,단일 장면의 이미지이다.,한국-일본식 파스텔 그림 스타일이다.,사실적 렌더링이 혼입되지 않았다.,사람 표현이 프롬프트와 충돌하지 않는다.,사람 얼굴이 식별 가능하게 표현되었다.,비 오는 날과 함께 있는 장면이 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 있다.,비 오는 날과 이미지 팔레트가 일치한다.,장소와 관련된 컨텍스트가 잘 나타나 있다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,1739,527
