image_id,dog_visible,face_clear,no_duplicate_face_parts,no_extra_legs,one_dog,no_mirror,no_multi_panel,pastel_style,no_realistic_rendering,human_prompt_consistency,human_face_clear,prompt_reflected,brightness_ok,sharpness_ok,pastel_color_ok,time_palette_ok,place_context_ok,no_text,reason_dog_visible,reason_face_clear,reason_no_duplicate_face_parts,reason_no_extra_legs,reason_one_dog,reason_no_mirror,reason_no_multi_panel,reason_pastel_style,reason_no_realistic_rendering,reason_human_prompt_consistency,reason_human_face_clear,reason_prompt_reflected,reason_brightness_ok,reason_sharpness_ok,reason_pastel_color_ok,reason_time_palette_ok,reason_place_context_ok,reason_no_text,total_score,raw_level,caps_applied,final_level,input_tokens,output_tokens
20260415_153837_7f1a39,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1,1,강아지가 명확하게 이미지에 나타나 있다.,강아지 얼굴이 왜곡 없이 선명하게 표현되었다.,중복된 얼굴 부위 없이 적절히 표현되었다.,다리의 개수가 적절하고 추가 생성되지 않았다.,이미지에는 한 마리의 강아지만 그려져 있다.,반사 또는 거울 이미지가 포함되어 있지 않다.,단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사실적 렌더링 없이 일러스트 스타일이 유지되었다.,이미지에 사람이 포함되어 있지 않다.,이미지에 사람이 포함되어 있지 않다.,강아지가 새로운 장난감을 들고 있어 프롬프트와 일치한다.,적절한 밝기로 표현되었다.,전체적으로 선명하고 디테일이 살아 있다.,색감이 파스텔 범위 내에 있다.,시간에 따른 색상 팔레트와 충돌이 없다.,실내 배경이 적절히 표현되어 있다.,텍스트가 포함되어 있지 않다.,16,L4,,L4,2764,550
20260415_154753_ad86dd,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1,1,강아지가 이미지 중앙에 명확히 보임.,강아지의 얼굴이 선명하게 잘 표현됨.,"눈, 코, 귀 등이 중복되지 않음.",강아지의 다리 개수가 자연스럽게 표현됨.,이미지에 강아지가 한 마리만 있음.,반사/거울 이미지가 없음.,멀티패널이 아닌 단일 장면으로 구성됨.,한국식 파스텔 그림책 스타일이 잘 반영됨.,사실적 렌더링이 혼합되어 있지 않음.,사람의 얼굴이 보이지 않아 판단 불가.,사람의 얼굴이 보이지 않아 판단 불가.,강아지가 간식을 기다리며 반짝반짝한 모습.,밝기가 적절하게 표현됨.,전체적으로 선명하고 디테일이 잘 살아있음.,색감이 파스텔 범위에 속함.,시간대를 표현하는 팔레트가 자연스러움.,배경이 자연 환경으로 적절히 표현됨.,이미지에 텍스트가 삽입되지 않음.,16,L4,,L4,2765,561
20260415_155037_9b424a,1,1,1,1,1,1,1,1,1,,,0,1,1,1,1.0,0,1,강아지가 명확히 그림에 나타나 있다.,강아지 얼굴이 선명하게 잘 표현되어 있다.,얼굴 부분이 중복되지 않고 정상적으로 표현되어 있다.,다리 개수가 정확히 표현되어 있다.,이미지에 강아지가 정확히 한 마리 있다.,반사된 이미지가 없다.,이미지는 단일 장면이다.,파스텔 그림책 스타일이다.,사실적인 렌더링이 없다.,이미지에 사람이 나타나지 않는다.,사람이 없으므로 해당 없음.,프롬프트의 병원 장면이 반영되지 않았다.,밝기가 적절하다.,이미지가 전체적으로 선명하다.,색감이 파스텔 범위 내에 있다.,시간대와 무관한 실내 장면이기 때문에 팔레트가 잘 어울린다.,프롬프트의 핵심 장소인 병원이 나타나지 않았다.,텍스트가 삽입되어 있지 않다.,14,L4,prompt_reflected->L3,L3,2768,538
20260415_155306_cc40ae,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,이미지 중앙에 강아지가 명확하게 표현되어 있습니다.,강아지의 얼굴이 선명하게 잘 표현되어 있습니다.,"눈, 코, 귀가 중복되지 않고 자연스럽습니다.",강아지의 다리 개수가 자연스럽고 추가되지 않았습니다.,강아지가 정확히 한 마리만 있습니다.,반사나 거울 이미지는 없습니다.,단일 장면으로 표현되어 있습니다.,한국식 파스텔 그림책 스타일로 잘 반영되어 있습니다.,사실적 렌더링 없이 부드러운 일러스트 스타일입니다.,가족과 함께한 장면으로 프롬프트와 잘 일치합니다.,사람 얼굴이 식별 가능하고 표현이 잘 되어 있습니다.,프롬프트의 핵심 장면이 잘 반영되었습니다.,밝기가 적절하여 분위기가 잘 전달됩니다.,이미지의 디테일과 선명함이 뛰어납니다.,색감이 파스텔 톤으로 적절합니다.,낮 장면의 팔레트와 일치합니다.,가정 내 상황으로 장소의 맥락이 적절합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,2765,638
20260415_155815_491322,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,이미지에 강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 표현되었습니다.,강아지 얼굴에 중복된 부분 없이 잘 표현되었습니다.,강아지 다리 개수가 자연스럽습니다.,강아지가 한 마리만 있습니다.,반사/거울 이미지는 없습니다.,화면이 단일 장면으로 구성되어 있습니다.,파스텔 그림책 스타일입니다.,사실적 렌더링이 혼입되지 않았습니다.,프롬프트에 사람의 언급이 없기에 충돌하지 않습니다.,사람의 얼굴이 식별 가능합니다.,눈 위에서 산책하는 장면이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 충분히 선명하고 디테일이 살아있습니다.,색감이 파스텔 범위입니다.,낮 장면으로 보이며 색상이 잘 일치합니다.,눈 위의 배경이 잘 표현되어 있습니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,2766,545
20260415_160000_2c4900,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지의 중심에 잘 나타나 있음.,강아지의 얼굴이 선명하게 잘 그려져 있음.,강아지의 얼굴에 중복된 부분이 없음.,다리 개수가 정상적으로 표현됨.,이미지에 강아지가 한 마리만 있음.,반사되거나 거울 이미지는 보이지 않음.,이미지는 단일 장면으로 구성되어 있음.,한국식 파스텔 그림책 스타일로 잘 표현됨.,사실적 렌더링이 혼입되지 않음.,사람이 강아지를 산책시키는 것이 프롬프트와 일치함.,사람의 얼굴이 인식 가능하게 표현됨.,프롬프트의 핵심 장면이 모두 반영됨.,이미지의 밝기가 적절함.,이미지가 전체적으로 선명하고 디테일이 살아있음.,파스텔 색감이 적절하게 사용됨.,눈이 내린 겨울 배경과 색 팔레트가 잘 어울림.,눈 쌓인 배경으로 장소가 잘 표현됨.,이미지에 텍스트가 삽입되지 않았음.,18,L5,,L5,2767,575
20260416_092151_374074,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 그림에 표현되어 있다.,강아지 얼굴이 선명하고 이목구비가 명확하다.,"눈, 코, 귀가 중복되지 않고 자연스럽게 표현되었다.",강아지의 다리 개수에 문제가 없고 자연스럽다.,이미지에 한 마리의 강아지만 표현되어 있다.,반사나 거울 이미지가 없다.,단일 장면으로 구성되어 있다.,파스텔 느낌의 그림책 스타일이 잘 표현되었다.,사실적인 렌더링 요소가 혼입되지 않았다.,프롬프트와 사람 표현이 일치하면서 어색하지 않다.,사람의 얼굴 이목구비가 선명하게 표현되어 있다.,프롬프트의 핵심 요소가 모두 반영되어 있다.,밝기가 적절하게 표현되어 있다.,이미지가 전체적으로 선명하다.,색감이 파스텔 톤으로 잘 적용되어 있다.,밤을 나타내는 적절한 팔레트가 적용되었다.,실내 배경이 프롬프트와 어울리게 잘 표현되었다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,2765,584
20260416_094954_58d95b,1,1,1,1,1,1,1,1,1,,,0,1,1,1,1.0,1,1,이미지에 강아지가 명확히 나타나 있다.,강아지 얼굴이 선명하고 왜곡 없이 표현되었다.,강아지의 얼굴에 중복된 부분이 없다.,강아지 다리는 정상적으로 표현되었다.,이미지에는 한 마리의 강아지만 존재한다.,반사 또는 거울 이미지가 없다.,단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사실적 렌더링이 혼입되지 않았다.,사람에 대한 구체적인 프롬프트 충돌 여부 평가 불가능.,사람 얼굴이 나타나지 않아 평가 불가능.,강아지가 배경의 다른 요소와 관련하여 간식을 좋아하는 모습이 반영되지 않았다.,밝기가 적절하게 표현되어 있다.,이미지가 충분히 선명하고 디테일이 살아있다.,파스텔 색감이 잘 표현되어 있다.,시간대와 색조가 잘 매치된다.,배경이 자연 속의 공원처럼 표현되어 있다.,이미지에 텍스트가 삽입되지 않았다.,15,L4,prompt_reflected->L3,L3,2766,569
20260416_095043_edf837,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지 중앙에 명확히 보입니다.,강아지 얼굴이 선명하고 이목구비가 뚜렷합니다.,강아지의 얼굴에 중복된 부분이 없습니다.,강아지가 네 다리로 자연스럽게 표현되어 있습니다.,이미지에는 강아지가 한 마리만 그려져 있습니다.,이미지에 반사나 거울 효과는 없습니다.,단일 장면으로 구성되어 있습니다.,한국식 파스텔 스타일이 사용되었습니다.,사실적인 렌더링 없이 부드러운 일러스트 스타일입니다.,사람이 프롬프트의 장면과 일치하게 묘사되었습니다.,사람의 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 핵심인 공원에서의 신나는 하루가 잘 반영되었습니다.,밝기가 적절하고 전체적으로 화사합니다.,이미지가 전반적으로 선명합니다.,색감이 전반적으로 파스텔에 적합합니다.,낮 장면에 맞는 밝은 팔레트가 사용되었습니다.,배경이 공원을 잘 묘사하고 있습니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,2764,585
20260416_095108_341416,1,1,1,1,0,1,1,1,1,0.0,1.0,0,1,1,1,1.0,1,1,이미지에 강아지가 명확하게 보인다.,강아지 얼굴이 선명하게 표현되어 있다.,얼굴 요소가 중복되지 않고 자연스럽다.,다리 개수도 적절하며 추가 생성된 부분이 없다.,창 밖에 하나의 강아지가 추가로 있다.,반사나 거울 이미지는 없다.,이미지는 단일 장면으로 구성되어 있다.,파스텔 느낌의 그림책 스타일을 잘 살렸다.,사실적 렌더링이 혼합되어 있지 않다.,프롬프트와 다르게 사람이 그려졌다.,사람의 얼굴이 명확하게 표현되어 있다.,프롬프트와 달리 강아지가 등장한다.,전체 이미지 밝기가 적절하다.,이미지가 전반적으로 선명하게 표현되어 있다.,색감이 파스텔 범위에 잘 어울린다.,시간대와 이미지의 팔레트가 일치한다.,실내 배경이 적절하게 표현되어 있다.,이미지에 텍스트가 전혀 보이지 않는다.,15,L4,"one_dog->L1,prompt_reflected->L3",L1,2764,556
20260416_095133_56a45f,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지에 명확히 나타나 있음.,강아지 얼굴이 왜곡 없이 선명하게 표현됨.,강아지 얼굴에 중복된 부분이 없음.,강아지의 다리 개수가 자연스럽게 표현됨.,이미지에 강아지가 한 마리만 존재함.,반사 이미지가 없음.,분할 화면 없이 단일 장면임.,한국식 파스텔 그림체로 표현됨.,사실적 렌더링 없이 일러스트로 표현됨.,프롬프트와 잘 일치하는 사람 표현.,사람 얼굴이 명확하게 표현됨.,프롬프트의 핵심 감정이 잘 반영됨.,밝기가 적절하게 표현됨.,이미지가 선명하고 디테일이 살아 있음.,색감이 파스텔 톤으로 잘 유지됨.,시간대를 반영한 적절한 팔레트 사용.,장소가 실내로서 적절히 표현됨.,텍스트가 삽입되지 않음.,18,L5,,L5,2764,531
20260416_095200_1b060d,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1,1,강아지가 명확하게 검출된다.,강아지 얼굴이 왜곡 없이 선명하게 표현되었다.,"강아지의 눈, 코, 귀가 중복 생성되지 않았다.",강아지의 다리 개수가 자연스럽다.,이미지 내 강아지가 정확히 1마리 존재한다.,반사 이미지가 없다.,단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일로 그려졌다.,사실적 렌더링이 혼입되지 않았다.,사람이 등장하지 않음.,사람이 등장하지 않음.,눈 위에 발자국이 표현되어 프롬프트가 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위 내에 있다.,시간대와 팔레트가 일치한다.,장소 배경이 잘 표현되어 있다.,이미지에 텍스트가 삽입되지 않았다.,16,L4,,L4,2767,540
20260416_095226_eec7c5,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지에 명확히 보입니다.,강아지의 얼굴이 왜곡 없이 선명하게 표현되었습니다.,"눈, 코, 귀의 중복 생성이 없습니다.",다리가 자연스럽고 추가 생성되지 않았습니다.,이미지에 강아지가 한 마리만 있습니다.,반사 또는 거울 효과가 없습니다.,단일 장면으로 표현되어 있습니다.,파스텔 그림책 스타일이 잘 구현되어 있습니다.,사실적 렌더링 없이 일러스트로 그려졌습니다.,사람이 프롬프트와 일치하게 표현되었습니다.,사람의 얼굴이 선명하게 표현되었습니다.,프롬프트의 핵심 장면이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 톤으로 잘 표현되었습니다.,시간대와 이미지 팔레트가 잘 일치합니다.,장소와 이미지 배경이 일치합니다.,텍스트가 삽입되지 않았습니다.,18,L5,,L5,2767,527
20260416_095254_c66582,1,1,1,1,0,1,1,1,1,,1.0,0,1,1,1,1.0,0,1,이미지에 두 마리의 강아지가 명확히 보인다.,강아지들의 얼굴이 왜곡 없이 선명하게 표현되었다.,"눈, 코, 귀 등의 중복 생성된 부분이 없다.",다리 개수가 자연스럽고 추가 생성되지 않았다.,이미지에 두 마리 이상의 강아지가 있다.,반사나 거울 효과는 없다.,화면이 단일 장면으로 안정적이다.,한국-일본식 파스텔 그림책 스타일로 잘 표현되었다.,사실적 렌더링이 혼입되지 않았다.,프롬프트에 사람 관련 내용이 없다.,사람의 얼굴이 명확하게 표현되었다.,이미지 내용이 '보리랑 신나게 놀았어!'와 직접 연결되지 않는다.,밝기가 적절하게 표현되었다.,이미지 전반이 선명하고 디테일이 살아있다.,색감이 파스텔 범위에 잘 맞는다.,시간에 따른 팔레트 불일치는 없다.,프롬프트의 활동적 장면과 집안 배경의 차이가 있다.,이미지에 텍스트 삽입이 없다.,14,L4,"one_dog->L1,prompt_reflected->L3",L1,2765,562
20260416_095320_02b388,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지 중앙에 선명히 드러나 있음.,강아지의 얼굴 요소가 왜곡 없이 선명하게 표현됨.,강아지의 얼굴 요소 중복 없이 자연스럽게 표현됨.,강아지의 다리 개수가 적절하게 표현됨.,이미지에 강아지가 정확히 한 마리 있음.,반사된 이미지가 아님.,이미지가 단일 장면으로 구성되어 있음.,파스텔 그림책 스타일이 잘 반영됨.,사실적 렌더링 없이 일러스트 스타일 유지됨.,사람들이 프롬프트와 충돌 없이 표현됨.,사람들의 얼굴이 명확하고 선명하게 표현됨.,카페에서 강아지와 함께하는 장면이 잘 반영됨.,적절한 밝기로 표현됨.,전체 이미지가 선명하고 디테일이 뚜렷함.,카페 배경과 강아지에 파스텔 색감이 잘 적용됨.,낮 시간의 자연스러운 팔레트 사용.,카페 분위기가 적절히 반영됨.,이미지 내에 텍스트가 없음.,18,L5,,L5,2764,574
20260416_095347_1c1f99,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 보입니다.,강아지 얼굴이 선명하고 왜곡이 없습니다.,얼굴에 중복되는 부분이 없습니다.,다리 수가 자연스럽게 맞습니다.,이미지에 강아지가 하나만 있습니다.,거울 또는 반사 이미지는 없습니다.,단일 장면으로 구성되어 있습니다.,한국식 파스텔 그림체입니다.,사실적 렌더링이 없습니다.,사람이 프롬프트와 일치합니다.,사람 얼굴이 선명히 표현되어 있습니다.,프롬프트 내용이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 전반적으로 선명합니다.,색감이 파스텔 톤에 맞습니다.,낮잠 시간의 밝은 팔레트와 일치합니다.,장소가 실내 공간과 잘 어울립니다.,이미지에 텍스트가 없습니다.,18,L5,,L5,2766,521
20260416_095413_32bc9e,1,1,1,1,1,1,1,1,1,,1.0,1,1,1,1,1.0,1,1,강아지가 선명하게 중심에 등장하고 있다.,강아지의 얼굴이 선명하고 이목구비가 명확하다.,중복되는 얼굴 요소가 없다.,다리가 네 개로 자연스럽게 표현되었다.,강아지가 한 마리만 그려졌다.,반사나 거울 효과는 없다.,단일 장면으로 분할되지 않았다.,파스텔 톤으로 부드럽게 표현되었다.,사실적 렌더링 없이 일러스트 스타일이다.,프롬프트에 구체적 사람 묘사가 없어 해당되지 않는다.,사람의 얼굴이 또렷하게 알아볼 수 있다.,공원에서 강아지와 함께 공놀이하는 장면이 잘 표현되었다.,전체적인 밝기가 적절하다.,이미지가 전반적으로 선명하다.,색상이 파스텔 느낌을 잘 살리고 있다.,낮 시간대 배경에 맞는 밝은 팔레트를 사용하였다.,공원의 배경이 명확하게 표현되고 있다.,이미지에 텍스트가 포함되지 않았다.,17,L5,,L5,2767,561
